part,alpha_deg,beta_deg,pose_id,sim_count,sim_freq_pct,geom_CSA_B_pct,geom_CSA_A_pct,geom_CSA_N_pct,geom_CRSA_B_pct,geom_CRSA_A_pct,geom_CRSA_N_pct,ratio_wall,thresh_wall,ratio_floor,thresh_floor,geom_notes,flagged_unstable_by_geometry
Rk2i,25.0,18.0,4,59,3.1771674744211094,3.05,3.05,3.05,1.79,1.79,1.79,0.73,2.731,1.495,2.296,-,False
Rk2i,25.0,18.0,5,30,1.615508885298869,3.39,3.39,3.39,1.84,1.84,1.84,1.292,2.731,1.932,2.296,-,False
Rk2i,25.0,18.0,6,69,3.715670436187399,3.1,3.1,3.1,1.86,1.86,1.86,0.774,2.731,1.495,2.296,-,False
Rk2i,25.0,18.0,7,52,2.8002154011847065,9.55,9.55,9.55,9.05,9.05,9.05,2.061,2.731,1.374,2.296,-,False
Rk2i,25.0,18.0,8,218,11.739364566505115,6.39,6.39,6.39,4.35,4.35,4.35,0.485,2.731,0.667,2.296,-,False
Rk2i,25.0,18.0,9,47,2.5309639203015615,9.77,9.77,9.77,11.46,11.46,11.46,1.931,2.731,1.284,2.296,-,False
Rk2i,25.0,18.0,10,246,13.247172859450727,6.49,6.49,6.49,4.48,4.48,4.48,0.515,2.731,0.667,2.296,-,False
Rk2i,25.0,18.0,11,380,20.46311254711901,12.01,12.01,12.01,9.75,9.75,9.75,0.667,2.731,0.485,2.296,-,False
Rk2i,25.0,18.0,12,151,8.131394722670974,15.83,15.83,15.83,21.55,21.55,21.55,1.495,2.731,0.723,2.296,-,False
Rk2i,25.0,18.0,-1,143,7.700592353257943,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,25.0,20.0,1,408,23.340961098398168,11.52,11.52,11.52,9.58,9.58,9.58,0.667,2.731,0.515,2.296,-,False
Rk2i,25.0,20.0,2,141,8.066361556064074,15.44,15.44,15.44,21.46,21.46,21.46,1.495,2.731,0.767,2.296,-,False
Rk2i,25.0,20.0,3,31,1.7734553775743707,3.4,3.4,3.4,1.93,1.93,1.93,1.37,2.731,2.048,2.296,-,False
Rk2i,25.0,20.0,4,40,2.288329519450801,3.09,3.09,3.09,1.95,1.95,1.95,0.73,2.731,1.495,2.296,-,False
Rk2i,25.0,20.0,5,33,1.8878718535469108,3.47,3.47,3.47,2.03,2.03,2.03,1.292,2.731,1.932,2.296,-,False
Rk2i,25.0,20.0,6,60,3.4324942791762014,3.13,3.13,3.13,2.02,2.02,2.02,0.774,2.731,1.495,2.296,-,False
Rk2i,25.0,20.0,7,39,2.2311212814645307,9.65,9.65,9.65,9.23,9.23,9.23,2.061,2.731,1.374,2.296,-,False
Rk2i,25.0,20.0,8,212,12.128146453089245,6.31,6.31,6.31,4.57,4.57,4.57,0.485,2.731,0.667,2.296,-,False
Rk2i,25.0,20.0,9,36,2.059496567505721,9.89,9.89,9.89,11.75,11.75,11.75,1.931,2.731,1.284,2.296,-,False
Rk2i,25.0,20.0,10,218,12.471395881006865,6.4,6.4,6.4,4.7,4.7,4.7,0.515,2.731,0.667,2.296,-,False
Rk2i,25.0,20.0,11,389,22.25400457665904,11.84,11.84,11.84,9.5,9.5,9.5,0.667,2.731,0.485,2.296,-,False
Rk2i,25.0,20.0,12,141,8.066361556064074,15.86,15.86,15.86,21.27,21.27,21.27,1.495,2.731,0.723,2.296,-,False
Rk2i,25.0,20.0,-1,252,14.416475972540045,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,35.0,15.0,1,397,20.938818565400844,12.28,12.28,12.28,16.11,16.11,16.11,0.667,2.731,0.515,2.296,-,False
Rk2i,35.0,15.0,2,123,6.487341772151899,11.26,11.26,11.26,11.39,11.39,11.39,1.495,2.731,0.767,2.296,-,False
Rk2i,35.0,15.0,3,48,2.5316455696202533,3.95,3.95,3.95,2.32,2.32,2.32,1.37,2.731,2.048,2.296,-,False
Rk2i,35.0,15.0,4,70,3.691983122362869,4.91,4.91,4.91,2.55,2.55,2.55,0.73,2.731,1.495,2.296,-,False
Rk2i,35.0,15.0,5,40,2.109704641350211,4.02,4.02,4.02,2.4,2.4,2.4,1.292,2.731,1.932,2.296,-,False
Rk2i,35.0,15.0,6,71,3.7447257383966246,4.73,4.73,4.73,2.52,2.52,2.52,0.774,2.731,1.495,2.296,-,False
Rk2i,35.0,15.0,7,46,2.4261603375527425,10.28,10.28,10.28,12.24,12.24,12.24,2.061,2.731,1.374,2.296,-,False
Rk2i,35.0,15.0,8,285,15.031645569620252,6.87,6.87,6.87,4.13,4.13,4.13,0.485,2.731,0.667,2.296,-,False
Rk2i,35.0,15.0,9,48,2.5316455696202533,10.43,10.43,10.43,15.16,15.16,15.16,1.931,2.731,1.284,2.296,-,False
Rk2i,35.0,15.0,10,270,14.240506329113924,7.02,7.02,7.02,4.31,4.31,4.31,0.515,2.731,0.667,2.296,-,False
Rk2i,35.0,15.0,11,357,18.829113924050635,12.66,12.66,12.66,15.58,15.58,15.58,0.667,2.731,0.485,2.296,-,False
Rk2i,35.0,15.0,12,141,7.436708860759493,11.58,11.58,11.58,11.28,11.28,11.28,1.495,2.731,0.723,2.296,-,False
Rk2i,35.0,15.0,-1,104,5.485232067510548,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,35.0,18.0,1,374,22.248661511005356,12.12,12.12,12.12,14.3,14.3,14.3,0.667,2.731,0.515,2.296,-,False
Rk2i,35.0,18.0,2,120,7.138607971445568,11.29,11.29,11.29,11.88,11.88,11.88,1.495,2.731,0.767,2.296,-,False
Rk2i,35.0,18.0,3,27,1.6061867935752527,4.03,4.03,4.03,2.53,2.53,2.53,1.37,2.731,2.048,2.296,-,False
Rk2i,35.0,18.0,4,69,4.104699583581201,4.96,4.96,4.96,2.82,2.82,2.82,0.73,2.731,1.495,2.296,-,False
Rk2i,35.0,18.0,5,51,3.0339083878643662,4.11,4.11,4.11,2.64,2.64,2.64,1.292,2.731,1.932,2.296,-,False
Rk2i,35.0,18.0,6,75,4.46162998215348,4.77,4.77,4.77,2.79,2.79,2.79,0.774,2.731,1.495,2.296,-,False
Rk2i,35.0,18.0,7,36,2.1415823914336705,10.36,10.36,10.36,12.75,12.75,12.75,2.061,2.731,1.374,2.296,-,False
Rk2i,35.0,18.0,8,237,14.098750743604997,6.78,6.78,6.78,4.42,4.42,4.42,0.485,2.731,0.667,2.296,-,False
Rk2i,35.0,18.0,9,43,2.558001189767995,10.53,10.53,10.53,15.82,15.82,15.82,1.931,2.731,1.284,2.296,-,False
Rk2i,35.0,18.0,10,247,14.69363474122546,6.92,6.92,6.92,4.6,4.6,4.6,0.515,2.731,0.667,2.296,-,False
Rk2i,35.0,18.0,11,293,17.430101130279596,12.5,12.5,12.5,13.68,13.68,13.68,0.667,2.731,0.485,2.296,-,False
Rk2i,35.0,18.0,12,109,6.4842355740630575,11.63,11.63,11.63,11.77,11.77,11.77,1.495,2.731,0.723,2.296,-,False
Rk2i,35.0,18.0,-1,319,18.9767995240928,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,35.0,20.0,1,274,18.715846994535518,11.95,11.95,11.95,12.96,12.96,12.96,0.667,2.731,0.515,2.296,-,False
Rk2i,35.0,20.0,2,110,7.5136612021857925,11.33,11.33,11.33,12.14,12.14,12.14,1.495,2.731,0.767,2.296,-,False
Rk2i,35.0,20.0,3,34,2.3224043715846996,4.1,4.1,4.1,2.74,2.74,2.74,1.37,2.731,2.048,2.296,-,False
Rk2i,35.0,20.0,4,61,4.166666666666667,5.01,5.01,5.01,3.05,3.05,3.05,0.73,2.731,1.495,2.296,-,False
Rk2i,35.0,20.0,5,29,1.9808743169398908,4.2,4.2,4.2,2.86,2.86,2.86,1.292,2.731,1.932,2.296,-,False
Rk2i,35.0,20.0,6,71,4.8497267759562845,4.82,4.82,4.82,3.01,3.01,3.01,0.774,2.731,1.495,2.296,-,False
Rk2i,35.0,20.0,7,40,2.73224043715847,10.44,10.44,10.44,13.01,13.01,13.01,2.061,2.731,1.374,2.296,-,False
Rk2i,35.0,20.0,8,212,14.480874316939891,6.69,6.69,6.69,4.62,4.62,4.62,0.485,2.731,0.667,2.296,-,False
Rk2i,35.0,20.0,9,33,2.2540983606557377,10.64,10.64,10.64,16.18,16.18,16.18,1.931,2.731,1.284,2.296,-,False
Rk2i,35.0,20.0,10,203,13.866120218579235,6.83,6.83,6.83,4.79,4.79,4.79,0.515,2.731,0.667,2.296,-,False
Rk2i,35.0,20.0,11,271,18.510928961748633,12.33,12.33,12.33,12.61,12.61,12.61,0.667,2.731,0.485,2.296,-,False
Rk2i,35.0,20.0,12,126,8.60655737704918,11.67,11.67,11.67,12.03,12.03,12.03,1.495,2.731,0.723,2.296,-,False
Rk2i,35.0,20.0,-1,536,36.612021857923494,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,45.0,15.0,1,323,17.52577319587629,9.9,9.9,9.9,10.82,10.82,10.82,0.667,2.731,0.515,2.296,-,False
Rk2i,45.0,15.0,2,103,5.588714053174172,7.87,7.87,7.87,7.06,7.06,7.06,1.495,2.731,0.767,2.296,-,False
Rk2i,45.0,15.0,3,40,2.1703743895822027,6.86,6.86,6.86,7.58,7.58,7.58,1.37,2.731,2.048,2.296,-,False
Rk2i,45.0,15.0,4,106,5.751492132392838,8.16,8.16,8.16,6.95,6.95,6.95,0.73,2.731,1.495,2.296,-,False
Rk2i,45.0,15.0,5,40,2.1703743895822027,6.98,6.98,6.98,7.82,7.82,7.82,1.292,2.731,1.932,2.296,-,False
Rk2i,45.0,15.0,6,96,5.208898534997287,7.9,7.9,7.9,7.1,7.1,7.1,0.774,2.731,1.495,2.296,-,False
Rk2i,45.0,15.0,7,44,2.387411828540423,6.85,6.85,6.85,6.25,6.25,6.25,2.061,2.731,1.374,2.296,-,False
Rk2i,45.0,15.0,8,320,17.362995116657622,10.24,10.24,10.24,10.46,10.46,10.46,0.485,2.731,0.667,2.296,-,False
Rk2i,45.0,15.0,9,35,1.8990775908844275,6.97,6.97,6.97,7.77,7.77,7.77,1.931,2.731,1.284,2.296,-,False
Rk2i,45.0,15.0,10,346,18.773738469886055,9.9,9.9,9.9,10.82,10.82,10.82,0.515,2.731,0.667,2.296,-,False
Rk2i,45.0,15.0,11,284,15.40965816603364,10.24,10.24,10.24,10.46,10.46,10.46,0.667,2.731,0.485,2.296,-,False
Rk2i,45.0,15.0,12,106,5.751492132392838,8.12,8.12,8.12,6.91,6.91,6.91,1.495,2.731,0.723,2.296,-,False
Rk2i,45.0,15.0,-1,157,8.518719479110146,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,45.0,18.0,1,274,17.13570981863665,9.76,9.76,9.76,10.08,10.08,10.08,0.667,2.731,0.515,2.296,-,False
Rk2i,45.0,18.0,2,84,5.25328330206379,7.91,7.91,7.91,7.35,7.35,7.35,1.495,2.731,0.767,2.296,-,False
Rk2i,45.0,18.0,3,44,2.7517198248905568,6.95,6.95,6.95,8.06,8.06,8.06,1.37,2.731,2.048,2.296,-,False
Rk2i,45.0,18.0,4,84,5.25328330206379,8.21,8.21,8.21,7.24,7.24,7.24,0.73,2.731,1.495,2.296,-,False
Rk2i,45.0,18.0,5,25,1.5634771732332708,7.09,7.09,7.09,8.36,8.36,8.36,1.292,2.731,1.932,2.296,-,False
Rk2i,45.0,18.0,6,108,6.75422138836773,7.95,7.95,7.95,7.41,7.41,7.41,0.774,2.731,1.495,2.296,-,False
Rk2i,45.0,18.0,7,36,2.25140712945591,6.93,6.93,6.93,6.64,6.64,6.64,2.061,2.731,1.374,2.296,-,False
Rk2i,45.0,18.0,8,242,15.134459036898061,10.1,10.1,10.1,9.66,9.66,9.66,0.485,2.731,0.667,2.296,-,False
Rk2i,45.0,18.0,9,24,1.5009380863039399,7.07,7.07,7.07,8.29,8.29,8.29,1.931,2.731,1.284,2.296,-,False
Rk2i,45.0,18.0,10,334,20.888055034396498,9.76,9.76,9.76,10.08,10.08,10.08,0.515,2.731,0.667,2.296,-,False
Rk2i,45.0,18.0,11,252,15.75984990619137,10.1,10.1,10.1,9.66,9.66,9.66,0.667,2.731,0.485,2.296,-,False
Rk2i,45.0,18.0,12,92,5.7535959974984365,8.17,8.17,8.17,7.18,7.18,7.18,1.495,2.731,0.723,2.296,-,False
Rk2i,45.0,18.0,-1,401,25.078173858661664,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,45.0,20.0,1,231,16.787790697674417,9.63,9.63,9.63,9.27,9.27,9.27,0.667,2.731,0.515,2.296,-,False
Rk2i,45.0,20.0,2,100,7.267441860465116,7.95,7.95,7.95,7.58,7.58,7.58,1.495,2.731,0.767,2.296,-,False
Rk2i,45.0,20.0,3,33,2.3982558139534884,7.03,7.03,7.03,8.5,8.5,8.5,1.37,2.731,2.048,2.296,-,False
Rk2i,45.0,20.0,4,73,5.305232558139535,8.26,8.26,8.26,7.47,7.47,7.47,0.73,2.731,1.495,2.296,-,False
Rk2i,45.0,20.0,5,29,2.1075581395348837,7.19,7.19,7.19,8.85,8.85,8.85,1.292,2.731,1.932,2.296,-,False
Rk2i,45.0,20.0,6,89,6.468023255813954,7.99,7.99,7.99,7.65,7.65,7.65,0.774,2.731,1.495,2.296,-,False
Rk2i,45.0,20.0,7,34,2.4709302325581395,7.01,7.01,7.01,7.01,7.01,7.01,2.061,2.731,1.374,2.296,-,False
Rk2i,45.0,20.0,8,237,17.223837209302324,9.96,9.96,9.96,9.12,9.12,9.12,0.485,2.731,0.667,2.296,-,False
Rk2i,45.0,20.0,9,24,1.744186046511628,7.17,7.17,7.17,8.77,8.77,8.77,1.931,2.731,1.284,2.296,-,False
Rk2i,45.0,20.0,10,237,17.223837209302324,9.63,9.63,9.63,9.27,9.27,9.27,0.515,2.731,0.667,2.296,-,False
Rk2i,45.0,20.0,11,215,15.625,9.96,9.96,9.96,9.12,9.12,9.12,0.667,2.731,0.485,2.296,-,False
Rk2i,45.0,20.0,12,74,5.377906976744186,8.22,8.22,8.22,7.4,7.4,7.4,1.495,2.731,0.723,2.296,-,False
Rk2i,45.0,20.0,-1,624,45.348837209302324,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
